Time Code,Country Name,Country Code,GDP (constant 2010 US$) [NY.GDP.MKTP.KD],GDP (current LCU) [NY.GDP.MKTP.CN],GDP growth (annual %) [NY.GDP.MKTP.KD.ZG],GDP per capita (constant LCU) [NY.GDP.PCAP.KN],GDP per capita (current US$) [NY.GDP.PCAP.CD],"GDP per capita, PPP (constant 2017 international $) [NY.GDP.PCAP.PP.KD]","GDP, PPP (current international $) [NY.GDP.MKTP.PP.CD]",GDP (constant LCU) [NY.GDP.MKTP.KN],GDP (current US$) [NY.GDP.MKTP.CD],GDP per capita (constant 2010 US$) [NY.GDP.PCAP.KD],GDP per capita (current LCU) [NY.GDP.PCAP.CN],GDP per capita growth (annual %) [NY.GDP.PCAP.KD.ZG],"GDP per capita, PPP (current international $) [NY.GDP.PCAP.PP.CD]","GDP, PPP (constant 2017 international $) [NY.GDP.MKTP.PP.KD]",Gini index (World Bank estimate) [SI.POV.GINI]
YR2017,Aruba,ABW,2805918209.60966,5535450000,1.9999991044233,34591.3468930629,29350.8050189137,38897.122666275,4098239741.2414,3644578900,3092430167.59777,26631.4690408183,52537.9409838555,1.51982143378811,38897.122666275,4098239741.2414,..
YR2017,Australia,AUS,1379142531152.01,1762371000000,2.30061062359425,75466.6110611149,54027.9668184568,48482.6474614392,1192763305275.68,1856619000000,1329188475752.32,56058.4659514366,71635.6812045918,0.591766542797203,48482.6474614392,1192763305275.68,..
YR2017,Austria,AUT,431354400137.306,369341260000,2.39958760332166,40868.5356836198,47309.3662735282,54169.9639937065,476563833452.257,359543640000,416207272209.538,49031.1070286152,41982.2096247985,1.69076313006771,54169.9639937065,476563833452.257,29.7
YR2017,Azerbaijan,AZE,56812548003.9101,70337800000,0.153614646686307,2917.82055124029,4147.08971569171,14121.4069355591,139152809949.428,28752300000,40865558912.3867,5765.4107718038,7137.97081864857,-0.824348483223929,14121.4069355591,139152809949.428,..
YR2017,"Bahamas, The",BHS,10797162391.2307,12490700000,3.11561351467324,28956.7228728824,32719.6665872078,36298.4480017563,13856896226.2225,11054200000,12490700000,28283.4071372308,32719.6665872078,2.08215871241538,36298.4480017563,13856896226.2225,..
YR2017,Bahrain,BHR,33119255319.1489,13338140000,4.29094977756338,8334.80469882074,23742.9373424159,47709.7780156397,71282082008.2729,12452840000,35473776595.7447,22167.0337734594,8927.34444074837,-0.475473381759144,47709.7780156397,71282082008.2729,..
YR2017,Bangladesh,BGD,179992118771.131,19758152000000,7.28417442269364,59360.2843681015,1563.76781861826,4160.70332471531,664403662063.264,9478972000000,249710922462.309,1127.16688626904,123731.721257133,6.1364783118442,4160.70332471531,664403662063.264,..
YR2017,Barbados,BRB,4652500000,9956000000,0.475110679192298,32508.9351533213,17391.6689084614,15789.0411622149,4519281462.81962,9305000000,4978000000,16254.4675766606,34783.3378169228,0.323816531140466,15789.0411622149,4519281462.81962,..
YR2017,Belarus,BLR,60554177331.8333,105748200000,2.53218350023035,8153.94265731085,5761.74712023007,18280.1989190642,173630155305.786,77448300000,54726595249.1849,6375.28892983321,11133.4239604206,2.56748260752468,18280.1989190642,173630155305.786,25.4
YR2017,Belgium,BEL,527981121417.251,445050100000,1.62154719764955,37698.140104955,44089.3100875118,50442.2705419623,573788797293.566,428822300000,501522868356.441,46415.2780486435,39124.7400695445,1.23082559288272,50442.2705419623,573788797293.566,27.4
YR2017,Belize,BLZ,1582621100.06303,3717059353.43714,1.81293635130761,7334.95348164207,4945.85769867226,7193.63430990343,2703187932.80396,2756292144.56405,1858529676.71857,4211.61892106456,9891.71539734453,-0.185526075749124,7193.63430990343,2703187932.80396,..
YR2017,Benin,BEN,13038788438.4888,7375302197900,5.67155546944753,657910.486012231,1136.59397046254,3044.51715620319,34023063767.8647,7352276000000,12701655845.9612,1166.76191679649,659970.960489985,2.80528150351485,3044.51715620319,34023063767.8647,..
YR2017,Bermuda,BMU,6023836115.15353,7142316000,3.61141983706115,101116.622046874,111820.581466347,81834.9558735543,5227044136.51153,6458622000,7142316000,94309.5848817737,111820.581466347,4.71610220533942,81834.9558735543,5227044136.51153,..
YR2017,Bhutan,BTN,2290400030.50247,159571684700,4.65183467529606,88546.5532758466,3286.59674376682,11142.4746724654,8307416844.22731,66017033900,2450364928.07302,3072.04090130877,214028.438508885,3.40861136657622,11142.4746724654,8307416844.22731,37.4
YR2017,Bolivia,BOL,27880909339.5453,259184717400,4.19520633360395,4130.84133241096,3351.12434432642,8423.69755965624,94285208501.691,46235899800,37508642170.767,2490.95644689922,23156.2692192956,2.69615526314794,8423.69755965624,94285208501.691,44.6
YR2017,Bosnia and Herzegovina,BIH,19535100848.8297,31376237000,3.17143487487128,9077.87180437376,5394.57995305594,13753.8320539223,46096435759.0104,30424796000,18080118128.3854,5828.7043630856,9361.75405053328,4.24050974081906,13753.8320539223,46096435759.0104,..
YR2017,Botswana,BWA,17330473616.2633,180102582000,2.90399773210927,41900.9677670974,7893.41867148033,17253.6874951645,38045692207.0873,92394818400,17405588070.4332,7859.3543334848,81676.3603612755,0.79694182945444,17253.6874951645,38045692207.0873,..
YR2017,Brazil,BRA,2290685930668.69,6585478999999.99,1.32286905485741,19389.4073268985,9928.6430632111,14524.6135408175,3018705988834.89,4029774689232.35,2063507864886.88,11021.7185805472,31686.2714719319,0.508337981256091,14524.6135408175,3018705988834.89,53.3
YR2017,British Virgin Islands,VGB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
YR2017,Brunei Darussalam,BRN,13478181151.4485,16747700000,1.32860255161715,43294.0461410522,28571.608291419,60994.5315563275,25891019749.5614,18377500000,12128104859.1498,31752.1423843434,39454.5338896205,0.209044441908858,60994.5315563275,25891019749.5614,..
YR2017,Bulgaria,BGR,59112236490.8388,102345074000,3.50275153013627,13570.7777347682,8334.08172775332,21387.2766420381,151335235993.4,96026104000,58971520599.2509,8353.9682378682,14463.7988385159,4.2615482305109,21387.2766420381,151335235993.4,40.4
YR2017,Burkina Faso,BFA,14810458138.26,8191299000000,6.20348941121868,410139.187487717,734.996267960528,2044.38698676758,39238401912.359,7871898218300,14106956830.0857,771.649873854517,426780.507466276,3.17736075265671,2044.38698676758,39238401912.359,..
YR2017,Burundi,BDI,2318490695.17705,5485068000000,0.500009998779461,158893.174976286,292.998009548647,773.572858670972,8375481076.5592,1720337994400,3172292379.36329,214.139517297671,506609.673400135,-2.64677820864496,773.572858670972,8375481076.5592,..
YR2017,Cabo Verde,CPV,1945535440.56218,173097401200,3.70203918776542,283418.054917311,3292.63350335797,6643.17989182913,3570702548.67827,152336921100,1769787215.42141,3619.60755380415,322042.275799583,2.47516943136586,6643.17989182913,3570702548.67827,..
YR2017,Cambodia,KHM,18184202213.3993,89830524848228.9,6.84143149977849,3071748.41564195,1385.26006616159,3928.37393363195,62890960721.9485,49176889018107.7,22177200511.5882,1135.84440687484,5611106.71879281,5.21891046477737,3928.37393363195,62890960721.9485,..
YR2017,Cameroon,CMR,36400294743.3276,20328363000000,3.54908731821564,636202.17612748,1425.10636777271,3554.52153858313,87320624933.3409,15628987192900,35009262788.15,1481.73048205625,827497.560659886,0.853425542814335,3554.52153858313,87320624933.3409,..
YR2017,Canada,CAN,1872057348846.81,2140641000000,3.03988022528195,56682.7314432679,45129.3564395662,48317.0965785817,1765762548007.76,2071487142000,1649265644244.09,51225.673478537,58575.009450601,1.81111454911982,48317.0965785817,1765762548007.76,33.3
YR2017,Cayman Islands,CYM,4848722848.86891,4305217200,3.18404337595337,65942.194944937,81513.1630224977,69753.0897229101,4421090332.81748,4179548200,5166467298.69195,76499.9976155518,67924.9187466473,1.85236328568278,69753.0897229101,4421090332.81748,..
YR2017,Central African Republic,CAF,1705626530.44861,1203324000000,4.52727821346231,155267.717328656,450.900697005339,912.803045335037,4195263790.82987,713614000000,2072349974.15257,371.109224311674,261818.533110039,3.20045251851401,912.803045335037,4195263790.82987,..
YR2017,Chad,TCD,12276724556.67,5806796500000,-2.98869598553931,340560.317900778,665.948884859102,1587.03232784726,23832085166.556,5114112900000,10000395242.1457,817.534790403203,386687.681850966,-5.92875313174368,1587.03232784726,23832085166.556,..
YR2017,Channel Islands,CHI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
YR2017,Chile,CHL,272265458649.67,179749461246600,1.18454470660996,7998199.00791725,14998.8170563212,24470.7036236997,451984540685.81,147730214892800,277034675515.671,14740.6089055114,9731739.46615767,-0.247251358731958,24470.7036236997,451984540685.81,44.4
YR2017,China,CHN,10185617478785.5,83203594856000,6.94720079327288,56778.2205983143,8879.43866711453,14344.4212394424,19887033884256.7,78717041146400,12310409370894.2,7346.83656446072,60014.3500632936,6.35090474335061,14344.4212394424,19887033884256.7,..
YR2017,Colombia,COL,372737821103.349,920471000000000,1.35936086788746,17024302.9194695,6376.70671552601,14171.3205005648,693117074956.624,832656000000000,311883730690.129,7620.91617187225,18819749.2512959,-0.163409332080448,14171.3205005648,693117074956.624,49.7
YR2017,Comoros,COM,1128805030.45239,469217000000,3.81570211280726,486057.083881114,1323.81495794544,3032.26213308112,2467927827.4934,395597000000,1077439756.12221,1386.92578905306,576511.567902296,1.48233932576038,3032.26213308112,2467927827.4934,..
YR2017,"Congo, Dem. Rep.",COD,33285972750.2513,55676093127400,3.72694765333267,140808.20704835,467.07423172679,1059.81076228861,86267287184.0017,11461614155600,38019265625.8845,408.924788358291,683991.865569459,0.401473697563162,1059.81076228861,86267287184.0017,..
YR2017,"Congo, Rep.",COG,12881178908.9639,6453235434200,-4.37350099821646,885138.285961163,2173.68025252268,4241.8583433676,21678869677.3071,4523677123200,11109029840.2479,2520.43289344532,1262690.85869042,-6.8004156334155,4241.8583433676,21678869677.3071,..
YR2017,Costa Rica,CRI,49232879160.2269,34343647497600,4.1576989627609,6938173.67988194,12225.5744931385,20347.0347715842,100716906502.777,34343647497600,60516043590.1832,9946.12661331808,6938173.67988194,3.09256633755604,20347.0347715842,100716906502.777,48.3
YR2017,"Cote d'Ivoire",CIV,39118651332.4081,29955010000000,7.35963808821695,1275388.59886302,2111.02655726645,4830.75051522678,118051344947.092,31167277000000,51588158717.5348,1600.76486348971,1225781.7143547,4.65889956449088,4830.75051522678,118051344947.092,..
YR2017,Croatia,HRV,63504583355.145,367501034107.627,3.43921735228665,88163.9283184958,13451.6249479152,26800.118975807,110537921519.404,363634855431.414,55481644098.0495,15396.801079964,89101.2903303738,4.68860423531802,26800.118975807,110537921519.404,30.4
YR2017,Cuba,CUB,75591262046.7331,96851000000,1.80905439941586,4918.40072385708,8541.21368643707,..,..,55771000000,96851000000,6666.3340798609,8541.21368643707,1.7718207232533,..,..,..
YR2017,Curacao,CUW,..,5578732100,-1.73976542028957,24347.241454659,19457.5315232205,25475.4896636129,4080536556.8692,3899819400,3116610111.73184,..,34828.9814265647,-2.05324118036593,25475.4896636129,4080536556.8692,..
YR2017,Cyprus,CYP,26437353837.9955,20119874000,5.15477714593604,23200.9949750965,26444.0743777801,38050.8577356233,32705435190.0652,19941696000,22729184365.1152,30758.3123095539,23408.294639211,4.1811841054944,38050.8577356233,32705435190.0652,31.4
YR2017,Czech Republic,CZE,245202003265.939,5110743000000,5.16872430413071,470801.377099946,20636.199952435,38824.8879170919,411327867894.58,4987876000000,218628940951.675,23144.4087233262,482398.688821436,4.88972204225595,38824.8879170919,411327867894.58,24.9
YR2017,Denmark,DNK,364438964537.519,2192960002000,2.82173634129026,374985.033425962,57610.0981801135,55356.680780178,319130157564.111,2161781218000,332121063806.391,63215.9980672126,380393.340826855,2.16235511316152,55356.680780178,319130157564.111,28.7
YR2017,Djibouti,DJI,..,488989658800,5.40309984307834,498435.196377502,2914.37459548042,4885.20503911992,4612122077.43311,470572668900,2751461055.59307,..,517942.653108781,3.73033779991678,4885.20503911992,4612122077.43311,41.6
YR2017,Dominica,DMA,468865050.521401,1403560000,-6.79942797028076,15868.8776938147,7274.517730717,11304.0433278877,807786936.210854,1133990000,519837037.037037,6561.22376884133,19641.1978729359,-6.99897579452575,11304.0433278877,807786936.210854,..
YR2017,Dominican Republic,DOM,76465720937.9823,3802655772400,4.66670467732366,222303.47640199,7609.35327534023,16735.3644228294,175940743802.656,2337101123100,79997975621.8654,7273.36760146281,361706.042331333,3.5180711549784,16735.3644228294,175940743802.656,42.2
YR2017,Ecuador,ECU,87380611573.9799,104295862000,2.36838652633651,4227.23777797742,6213.50312736888,11617.9122190573,195010792573.628,70955691000,104295862000,5205.7645708545,6213.50312736888,0.573913173998349,11617.9122190573,195010792573.628,44.7
YR2017,"Egypt, Arab Rep.",EGY,271828016911.381,3470000000000,4.18122099994775,35979.9544993555,2444.29038718448,11014.4864791744,1062265603571.56,3470000000000,235733695652.174,2818.54745824828,35979.9544993555,2.02557995019374,11014.4864791744,1062265603571.56,31.5
YR2017,El Salvador,SLV,21983501872.809,24979200000,2.25235877390546,3797.27444238715,3910.25596873198,8454.05555134378,54005555164.8725,24257460000,24979200000,3441.30794468126,3910.25596873198,1.74035459238036,8454.05555134378,54005555164.8725,38
YR2017,Equatorial Guinea,GNQ,14166432444.3826,7084543000000,-5.66750295706352,4548629.91169628,9667.8578009346,22550.958161123,28459489607.0026,5740407337600,12200913887.6419,11225.3111266986,5613706.88616871,-9.16772469815358,22550.958161123,28459489607.0026,..
YR2017,Eritrea,ERI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
YR2017,Estonia,EST,25232367058.2146,23857748000,5.49915471010711,17173.4224797022,20407.9273809157,33856.1811147559,44601591301.6816,22623992000,26885077004.7802,19153.3881223809,18109.9421277319,5.37150350695912,33856.1811147559,44601591301.6816,30.4
YR2017,Eswatini,SWZ,5285160250.74126,58688988300,2.0265702359378,36237.5838365303,3914.42183869146,8408.04312159643,9457434167.51664,40760324200,4402972999.53486,4698.72213812602,52176.8944566539,1.04567809209509,8408.04312159643,9457434167.51664,..
YR2017,Ethiopia,ETH,58351845887.8687,1832786000000,9.56418964295607,16147.3163524569,768.523015429372,2021.56290796009,215094143811.298,1718073265000,81770791970.982,548.419985629207,17225.4443109293,6.68455961774448,2021.56290796009,215094143811.298,..
YR2017,Faroe Islands,FRO,..,19143300000,..,..,59993.0906266559,..,..,..,2899226097.62377,..,396128.378098746,..,..,..,..
YR2017,Fiji,FJI,4080449106.08539,11064951600,5.35363107429259,11783.2151892964,6101.02388950081,13429.3006222384,11783674123.9893,10339300000,5353404422.08138,4650.29643070384,12610.2062772092,4.74681452259851,13429.3006222384,11783674123.9893,..
YR2017,Finland,FIN,265369655309.606,226301000000,3.19240962968416,40714.8306147873,46297.4963459994,47570.133583848,262026475788.422,224266000000,255016517537.983,48177.0779620411,41084.2788606252,2.95053137282473,47570.133583848,262026475788.422,27.4
YR2017,France,FRA,2876185347152.35,2297242000000,2.29141999417021,33973.5424628523,38685.2584944953,44577.0645745394,2983008898740.32,2273442194000,2588740901639.81,42980.7299611129,34329.1986224338,1.99499844733441,44577.0645745394,2983008898740.32,31.6
YR2017,French Polynesia,PYF,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
YR2017,Gabon,GAB,19021809655.7545,8668907682300,0.472642030911146,2656264.10540039,7230.43491161979,15006.8440374987,30986311650.7557,5484686000000,14929488770.7315,9212.36880440182,4198400.47534594,-2.29754116776253,15006.8440374987,30986311650.7557,38
YR2017,"Gambia, The",GMB,1682835525.09159,70142188200,4.8226112492757,24494.1169429514,679.75507172296,2072.64683284207,4588632823.22907,54227525500,1504909753.28746,760.122645598983,31682.6361624283,1.75610362012779,2072.64683284207,4588632823.22907,..
YR2017,Georgia,GEO,16823591412.0209,40761600000,4.84260322496586,9820.91220932166,4357.00093554628,13589.7073915159,50662483514.4009,36612400000,16242916915.7203,4512.76109468254,10933.8938477534,4.82856985509574,13589.7073915159,50662483514.4009,37.9
YR2017,Germany,DEU,3873475897139.37,3259860000000,2.60197600462604,38401.5887728423,44442.7718397577,52952.8750212389,4376925896536.29,3174160200000,3673506280844.4,46862.0419736415,39438.4011169435,2.21924285072537,52952.8750212389,4376925896536.29,..
YR2017,Ghana,GHA,50563935585.3842,256006094798.802,8.12889491584062,5018.4944687254,2020.68178984221,4983.68885597284,145132315606.414,146145906005.186,58845211998.3455,1736.31159427233,8790.97612670853,5.75434855066152,4983.68885597284,145132315606.414,..
YR2017,Gibraltar,GIB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
YR2017,Greece,GRC,243604367215.331,177151874000,1.28082483372279,16503.71461575,18562.2294309576,28645.0436174422,308068249046.59,177492153000,199630819054.302,22651.0123840359,16472.0745268176,1.48133954200553,28645.0436174422,308068249046.59,34.4
YR2017,Greenland,GRL,2676463789.76192,18664100000,0.468546637744026,267975.14776045,50321.3687543442,..,..,15052700000,2826651925.66902,47647.6498925072,332266.96574806,0.493586865133636,..,..,..
YR2017,Grenada,GRD,973018986.291747,3039350000,4.44274028787592,21372.2784421956,10152.8328118872,16217.4998498411,1798099078.35128,2369630000,1125685185.18519,8775.89864433273,27412.6485920955,3.86718141640114,16217.4998498411,1798099078.35128,..
YR2017,Guam,GUM,5336196078.43137,6013000000,0.890099909173486,33807.9266622433,36601.9198811792,..,..,5554000000,6013000000,32482.1256166652,36601.9198811792,0.0714629202402932,..,..,..
YR2017,Guatemala,GTM,52059448214.7245,526507414000,3.07985149125689,29782.3314468487,4454.04814983548,8322.21680991504,133882980507.73,479120815000,71654134378.5299,3236.03503152119,32727.9004001761,1.41564884120322,8322.21680991504,133882980507.73,..
YR2017,Guinea,GIN,10487099097.7283,93833883938326.7,10.3000004937687,4976158.64090241,855.575270552367,2417.80379491551,29176885980.0036,60049874017628.1,10324668266.595,869.035441736998,7775741.41507885,7.2921118145666,2417.80379491551,29176885980.0036,..
YR2017,Guinea-Bissau,GNB,1124380814.48131,783989395300,5.91917662586047,264089.364853792,738.549944890782,1925.23773659951,3519615667.21345,482793916000,1350177127.5523,615.038850552038,428843.973785464,3.27071342766881,1925.23773659951,3519615667.21345,..
YR2017,Guyana,GUY,4355052210.26188,980498000010.274,3.73449465629774,1224047.60999172,6124.95367005177,12005.4051048003,9306806134.53307,948903740122.559,4748174334.19019,5617.84196221176,1264802.93286569,3.21864430594468,12005.4051048003,9306806134.53307,..
YR2017,Haiti,HTI,14028593229.4587,932980575400,2.286127252106,58492.0474702767,1294.23962819616,2980.96058438663,32738003150.2684,642381131900,14213814582.7938,1277.37428820752,84952.5949551677,0.959944659086247,2980.96058438663,32738003150.2684,..
YR2017,Honduras,HND,20520315403.82,543403000000,4.84291391050387,21960.0221274415,2453.72711527978,5561.99454219124,52444135530.2339,207061400000,23136232229.6069,2176.29447270214,57630.9341292877,3.08361521753868,5561.99454219124,52444135530.2339,49.4
YR2017,"Hong Kong SAR, China",HKG,280363071445.364,2659384000000,3.79100598597371,380573.481066602,46165.8565115953,59849.2481763342,442387687745.01,2813085000000,341244161576.759,37929.4440311923,359779.752966165,3.01731597828572,59849.2481763342,442387687745.01,..
YR2017,Hungary,HUN,155746258233.436,39233430000000,4.31678098650497,3803181.58032016,14605.8543453283,29465.1262413898,288403653836.432,37225412000000,142961605733.026,15912.0146344436,4008333.2941696,4.59448754598478,29465.1262413898,288403653836.432,30.6
YR2017,Iceland,ISL,17407080835.653,2641959405000,4.19494882908376,7453599.32149097,72010.1490316258,55638.4920591796,19106258173.1223,2559566007000,24728285177.4603,50690.3926489605,7693533.50320326,1.7794101347671,55638.4920591796,19106258173.1223,26.1
YR2017,India,IND,2653251454177.1,170900423611309,6.79538341898569,98190.8579497299,1980.66701982813,6182.92210857473,8276934253114.71,131445821447391,2651472946375.05,1981.99557637737,127663.69469632,5.66578114881196,6182.92210857473,8276934253114.71,..
YR2017,Indonesia,IDN,1090479163407.98,1.35898257E+16,5.06978590134916,37456609.8792557,3837.57802362633,10935.6317158256,2894125530220.37,9.9129281E+15,1015618742565.81,4120.44273832973,51349994.1124342,3.84119726442658,10935.6317158256,2894125530220.37,38.1
YR2017,"Iran, Islamic Rep.",IRN,560579480599.307,1.53165291173659E+16,3.75519645191902,88948152.7342887,5520.31478213998,14535.8735778483,1172665437001.49,7.1757933114929E+15,445345256459.105,6948.71035097883,189857331.747367,2.32775091617894,14535.8735778483,1172665437001.49,40.8
YR2017,Iraq,IRQ,214286743607.701,225722375500000,-1.75366084478877,5466122.61209148,5076.69079455993,10719.0122173577,402528804086.855,205268149100000,190643898226.351,5706.28039391963,6010801.90075896,-4.21855036762703,10719.0122173577,402528804086.855,..
YR2017,Ireland,IRL,342747954707.595,300386864000,9.12943994656918,60858.3022631,70413.1218331383,78655.6261932149,378128113493.747,292569472000,338503196943.167,71296.0873363238,62484.4227260209,7.94781808922404,78655.6261932149,378128113493.747,31.4
YR2017,Isle of Man,IMN,7774450737.09153,5423135000,2.83773969589424,61003.0618347088,83477.834285154,..,..,5100466000,6979581724.58172,92984.699642286,64862.2772395646,2.45152931119732,..,..,..
YR2017,Israel,ISR,298447554851.597,1269447789000,3.55561272516283,143944.135746502,40474.6681292998,38833.9734252986,338372060646.654,1254228438000,352667925811.028,34251.9544663442,145690.816223474,1.56728981548227,38833.9734252986,338372060646.654,..
YR2017,Italy,ITA,2124019926800.66,1736592800000,1.66785904106857,28160.3101351281,32326.6742113994,41581.120790548,2517184209191.25,1704732500000,1956950469673.29,35086.4783019615,28686.6073277951,1.82033385192226,41581.120790548,2517184209191.25,35.9
YR2017,Jamaica,JAM,13979116566.0695,1895025000000,0.997123062335191,299754.728763702,5070.0995030616,9600.10474580389,28040446746.5718,875538000000,14808989993.3185,4785.97878632149,648792.747859526,0.492076589718863,9600.10474580389,28040446746.5718,..
YR2017,Japan,JPN,6150456276847.65,545897400000000,2.16829073737318,4303902.29877247,38386.5111457057,40966.5932189946,5193982171645.02,545673683160000,4866864409657.68,48510.6094087782,4305666.82481004,2.33647954982321,40966.5932189946,5193982171645.02,..
YR2017,Jordan,JOR,32326700764.3773,29400362200,2.08711455126291,2954.76521177538,4231.51827999134,10003.5749827297,97893384208.996,28914859600,41408960845.0704,3303.41603422673,3004.37797879385,-0.328485920725498,10003.5749827297,97893384208.996,..
YR2017,Kazakhstan,KAZ,196029836978.664,54378857800000,4.10000000033854,753477.602643474,9247.58133129626,24862.9661245889,448472613650.923,13591060217500,166805800595.704,10867.7387377836,3014720.76158391,2.69343213409591,24862.9661245889,448472613650.923,27.5
YR2017,Kenya,KEN,58077381824.1786,8165842200000,4.80569652479387,89750.5823542936,1572.34573373101,4046.23477111755,203206547190.571,4507377100000,78965004656.1823,1156.43282660612,162597.687436284,2.36484591694742,4046.23477111755,203206547190.571,..
YR2017,Kiribati,KIR,201286810.589151,244358000,0.891508170372362,1649.66317135774,1640.57195968174,2235.69498518996,255211289.64439,188314000,187276210.91355,1763.3072331796,2140.61829299274,-0.543826943629767,2235.69498518996,255211289.64439,..
YR2017,"Korea, Dem. People's Rep.",PRK,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
YR2017,"Korea, Rep.",KOR,1412071254753.18,1.8356982E+15,3.15963574012777,34282437.4272211,31616.8434004683,40957.4180587145,2103651261121.49,1.7608115E+15,1623901496835.79,27492.576254672,35740457.554237,2.87019696151147,40957.4180587145,2103651261121.49,..
YR2017,Kosovo,XKX,7403751552.24491,6413900000,4.22608649579652,2943.57485721688,4045.61420880757,10530.4816647712,18860124253.0502,5271951400,7245707184.81699,4133.85770556772,3581.17769763646,3.44360653399718,10530.4816647712,18860124253.0502,29
YR2017,Kuwait,KWT,135309141660.851,36610565160.5682,-4.71210620851997,9560.804930448,29759.4674424751,50855.5528597544,206275309665.556,38779600000,120707435412.358,33359.4031069365,9026.04647530269,-7.04349989138754,50855.5528597544,206275309665.556,..
YR2017,Kyrgyz Republic,KGZ,6647530415.99676,530475700000,4.73993722539466,49296.4219128134,1242.76964282023,5046.69153549095,31280403475.28,305549082300,7702934800.12836,1072.49369429782,85585.4441612081,2.73409189148251,5046.69153549095,31280403475.28,27.3
YR2017,Lao PDR,LAO,11867393084.3947,140749000000000,6.8925308726989,16744064.5669493,2423.84759760338,7257.81210698745,50463792572.0591,116422000000000,16853087485.4118,1706.79421455114,20242826.4738069,5.24475134510458,7257.81210698745,50463792572.0591,..
YR2017,Latvia,LVA,30119702129.3046,26962265000,3.2507202900895,13366.4907879941,15643.485634322,28650.0077575999,55645420267.1829,25961040000,30383528686.2906,15507.6499650429,13881.9888088442,4.1698107991776,28650.0077575999,55645420267.1829,35.6
YR2017,Lebanon,LBN,43397687323.5158,80109512190700,0.850699558756901,9593552.60963141,7792.5988604995,15987.6543351696,109025778306.588,65422013640200,53140638269.1211,6363.88232811371,11747342.782203,-0.703490499189613,15987.6543351696,109025778306.588,..
YR2017,Lesotho,LSO,2663146932.46978,30727155800,-3.14194994562207,10421.635815278,1102.94441037887,2668.29142526247,5580816901.26206,21797184800,2306843528.52853,1273.29963513337,14691.2195462465,-3.90564187261468,2668.29142526247,5580816901.26206,44.9
YR2017,Liberia,LBR,2576870497.68721,3285455000,2.46862609505123,301.698983289609,698.702358713664,1515.64453975331,7126900130.29696,1418656200,3285455000,548.01100451344,698.702358713664,-0.0469002435299046,1515.64453975331,7126900130.29696,..
YR2017,Libya,LBY,46629774070.7036,52801665000,26.6809026327981,4511.03954687046,5756.69932474775,13238.0005389502,87115614620.6817,29685901700,37883243650.452,7085.81322610047,8023.68751883342,24.9760381703571,13238.0005389502,87115614620.6817,..
YR2017,Liechtenstein,LIE,..,6375200000,..,..,171253.964253797,..,..,..,6474256118.61481,..,168633.778600714,..,..,..,..
YR2017,Lithuania,LTU,47810414036.1904,42276297000,4.28259695120761,14116.1012062284,16843.699654691,33761.871239796,95492177900.2528,39926023000,47640770634.427,16903.6781661561,14947.0556352825,5.75104655735379,33761.871239796,95492177900.2528,37.3
YR2017,Luxembourg,LUX,65270740381.6428,56814211000,1.80118095539584,92948.1215288026,107361.306947271,112308.17379315,66973407127.1117,55428311000,64023412339.7075,109452.960045415,95272.1469104666,-0.643743573130337,112308.17379315,66973407127.1117,34.5
YR2017,"Macao SAR, China",MAC,34909039047.431,404966000000,9.98250523924807,673515.607682893,81044.8899769759,126183.676088526,78559180691.8422,419316000000,50456765512.0857,56071.7517281867,650466.286955209,8.25939687996838,126183.676088526,78559180691.8422,..
YR2017,Madagascar,MDG,12309227038.1526,41058841429100,3.93331617138617,794188.04168677,515.293309281062,1584.42447526047,40514543473.3171,20307794056020,13176313233.1978,481.38369382421,1605710.63398381,1.18508887434712,1584.42447526047,40514543473.3171,..
YR2017,Malawi,MWI,9058581256.68247,6417321385000,4.00003051653046,363172.116173264,497.310409707697,1446.47306246706,25559458183.094,6417321385000,8787570920.44408,512.647556067015,363172.116173264,1.26357063811513,1446.47306246706,25559458183.094,..
YR2017,Malaysia,MYS,365075002178.644,1372309832000,5.81272240983328,41819.1109980162,10259.3048064811,26661.5074160333,829296989955.658,1300769020000,319112136545.438,11736.9892763204,44119.1143897915,4.38394395688798,26661.5074160333,829296989955.658,..
YR2017,Maldives,MDV,3890494395.77412,73155218900,7.21047978783251,134370.001490739,9577.70237570034,18058.5810797009,8964243530.80134,66701000000,4754352303.8929,7837.44977976164,147372.106454901,2.69807531761469,18058.5810797009,8964243530.80134,..
YR2017,Mali,MLI,14183129195.8007,8922205000000,5.30545608438166,266871.752237375,830.021515346886,2246.79742084484,41593677730.7733,4940444365400,15365714371.3316,766.140909753153,481957.554030322,2.19402842275547,2246.79742084484,41593677730.7733,..
YR2017,Malta,MLT,13236432054.2372,11703493262.1437,8.11942528928094,24039.6825834951,28250.6977747589,42644.0508459903,19957373151.8726,11250547409.3931,13221298307.8894,28283.0349087011,25007.5176702166,5.19857739445129,42644.0508459903,19957373151.8726,29.2
